Personal Data,,,,,,,,Endorsement Data,,,Electoral Data,,,Factchecking Columns,,,
Candidate,Incumbent,Open Primary,State,Primary Date,Office,District,Gender,Trump,E-PAC,Winning for Women,Primary %,Primary Outcome,Chance of Winning (Nov 3),"Checked? (not H, J, K, L)",,Man vs. Woman?,"Checked? inc. H, J, K, P"
Kevin Cookingham,No,Yes,California,3/3/2020,Representative,16,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative16,No,
Ritesh Tandon,No,Yes,California,3/3/2020,Representative,17,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative17,No,
Richard Fox,No,Yes,California,3/3/2020,Representative,18,Male,N/A,N/A,N/A,61,Lost,,,CaliforniaRepresentative18,No,
Phil Reynolds,No,Yes,California,3/3/2020,Representative,18,Male,N/A,N/A,N/A,39,Lost,,,CaliforniaRepresentative18,No,
Justin Aguilera,No,Yes,California,3/3/2020,Representative,19,Male,N/A,N/A,N/A,52,Advanced,,,CaliforniaRepresentative19,No,
Ignacio Cruz,No,Yes,California,3/3/2020,Representative,19,Male,N/A,N/A,N/A,48,Lost,,,CaliforniaRepresentative19,No,
Jeff Gorman,No,Yes,California,3/3/2020,Representative,20,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative20,No,
David Valadao,No,Yes,California,3/3/2020,Representative,21,Male,N/A,N/A,N/A,95,Advanced,,,CaliforniaRepresentative21,No,
Rocky De La Fuente,No,Yes,California,3/3/2020,Representative,21,Male,N/A,N/A,N/A,5,Lost,,,CaliforniaRepresentative21,No,
Devin Nunes,Yes,No,California,3/3/2020,Representative,22,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative22,No,
Kevin McCarthy,Yes,No,California,3/3/2020,Representative,23,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative23,No,
Andy Caldwell,No,Yes,California,3/3/2020,Representative,24,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative24,No,
Mike Garcia,No,Yes,California,3/3/2020,Representative,25,Male,N/A,N/A,N/A,48,Advanced,,,CaliforniaRepresentative25,No,
Kenneth Jenks,No,Yes,California,3/3/2020,Representative,25,Male,N/A,N/A,N/A,1,Lost,,,CaliforniaRepresentative25,No,
Steve Knight,No,Yes,California,3/3/2020,Representative,25,Male,N/A,N/A,N/A,38,Lost,,,CaliforniaRepresentative25,No,
David Lozano,No,Yes,California,3/3/2020,Representative,25,Male,N/A,N/A,N/A,8,Lost,,,CaliforniaRepresentative25,No,
Daniel Mercuri,No,Yes,California,3/3/2020,Representative,25,Male,N/A,N/A,N/A,1,Lost,,,CaliforniaRepresentative25,No,
George Papadopoulos,No,Yes,California,3/3/2020,Representative,25,Male,N/A,N/A,N/A,4,Lost,,,CaliforniaRepresentative25,No,
Ronda Baldwin-Kennedy,No,Yes,California,3/3/2020,Representative,26,Female,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative26,No,yes
Beatrice Cardenas,No,Yes,California,3/3/2020,Representative,27,Female,N/A,N/A,N/A,47,Lost,,,CaliforniaRepresentative27,Yes,yes
Johnny J. Nalbandian,No,Yes,California,3/3/2020,Representative,27,Male,N/A,N/A,N/A,53,Advanced,,,CaliforniaRepresentative27,Yes,
William Bodell,No,Yes,California,3/3/2020,Representative,28,Male,N/A,N/A,N/A,23,Lost,,,CaliforniaRepresentative28,No,
Eric Early,No,Yes,California,3/3/2020,Representative,28,Male,N/A,N/A,N/A,77,Advanced,,,CaliforniaRepresentative28,No,
Brian Perras,No,Yes,California,3/3/2020,Representative,29,Male,N/A,N/A,N/A,100,Lost,,,CaliforniaRepresentative29,No,
Mark Reed,No,Yes,California,3/3/2020,Representative,30,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative30,No,
Agnes Gibboney,No,Yes,California,3/3/2020,Representative,31,Female,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative31,No,yes
Joshua Scott,No,Yes,California,3/3/2020,Representative,32,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative32,No,
James P. Bradley,No,Yes,California,3/3/2020,Representative,33,Male,N/A,N/A,N/A,73,Advanced,,,CaliforniaRepresentative33,Yes,
Sarah Sun Liew,No,Yes,California,3/3/2020,Representative,33,Female,N/A,N/A,N/A,27,Lost,,,CaliforniaRepresentative33,Yes,yes
Joanne Wright,No,Yes,California,3/3/2020,Representative,34,Female,N/A,N/A,N/A,100,Lost,,,CaliforniaRepresentative34,No,yes
Mike Cargile,No,Yes,California,3/3/2020,Representative,35,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative35,No,
Erin Cruz,No,Yes,California,3/3/2020,Representative,36,Female,N/A,N/A,N/A,54,Advanced,,,CaliforniaRepresentative36,Yes,yes
Patrice Kimbler,No,Yes,California,3/3/2020,Representative,36,Female,N/A,N/A,N/A,19,Lost,,,CaliforniaRepresentative36,Yes,yes
Milo Stevanovich,No,Yes,California,3/3/2020,Representative,36,Male,N/A,N/A,N/A,27,Lost,,,CaliforniaRepresentative36,Yes,
Errol Webber,No,Yes,California,3/3/2020,Representative,37,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative37,No,
Young Kim,No,Yes,California,3/3/2020,Representative,39,Female,N/A,Yes,Yes,100,Advanced,,,CaliforniaRepresentative39,No,yes
C. Antonio Delgado,No,Yes,California,3/3/2020,Representative,40,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative40,No,
Aja Smith,No,Yes,California,3/3/2020,Representative,41,Female,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative41,No,yes
Ken Calvert,Yes,No,California,3/3/2020,Representative,42,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative42,No,
Joe Collins,No,Yes,California,3/3/2020,Representative,43,Male,N/A,N/A,N/A,50,Advanced,,,CaliforniaRepresentative43,No,
Omar Navarro,No,Yes,California,3/3/2020,Representative,43,Male,N/A,N/A,N/A,50,Lost,,,CaliforniaRepresentative43,No,
Billy Earley,No,Yes,California,3/3/2020,Representative,44,Male,N/A,N/A,N/A,100,Lost,,,CaliforniaRepresentative44,No,
Peggy Huang,No,Yes,California,3/3/2020,Representative,45,Female,N/A,N/A,N/A,23,Lost,,,CaliforniaRepresentative45,Yes,yes
Rhonda Furin,No,Yes,California,3/3/2020,Representative,45,Female,N/A,N/A,N/A,2,Lost,,,CaliforniaRepresentative45,Yes,yes
Christopher Gonzales,No,Yes,California,3/3/2020,Representative,45,Male,N/A,N/A,N/A,5,Lost,,,CaliforniaRepresentative45,Yes,
Greg Raths,No,Yes,California,3/3/2020,Representative,45,Male,N/A,N/A,N/A,36,Advanced,,,CaliforniaRepresentative45,Yes,
Lisa Sparks,No,Yes,California,3/3/2020,Representative,45,Female,N/A,N/A,N/A,8,Lost,,,CaliforniaRepresentative45,Yes,yes
Don Sedgwick,No,Yes,California,3/3/2020,Representative,45,Male,N/A,N/A,N/A,26,Lost,,,CaliforniaRepresentative45,Yes,
James Waters,No,Yes,California,3/3/2020,Representative,46,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative46,No,
Sou Moua,No,Yes,California,3/3/2020,Representative,47,Male,N/A,N/A,N/A,10,Lost,,,CaliforniaRepresentative47,Yes,
John Briscoe,No,Yes,California,3/3/2020,Representative,47,Male,N/A,N/A,N/A,48,Advanced,,,CaliforniaRepresentative47,Yes,
Amy Phan West,No,Yes,California,3/3/2020,Representative,47,Female,N/A,N/A,N/A,41,Lost,,,CaliforniaRepresentative47,Yes,yes
James Brian Griffin,No,Yes,California,3/3/2020,Representative,48,Male,N/A,No,N/A,3,Lost,,,CaliforniaRepresentative48,Yes,
Brian Burley,No,Yes,California,3/3/2020,Representative,48,Male,N/A,No,N/A,24,Lost,,,CaliforniaRepresentative48,Yes,
John Thomas Schuesler,No,Yes,California,3/3/2020,Representative,48,Male,N/A,No,N/A,5,Lost,,,CaliforniaRepresentative48,Yes,
Michelle Steel,No,Yes,California,3/3/2020,Representative,48,Female,N/A,Yes,N/A,69,Advanced,,,CaliforniaRepresentative48,Yes,yes
Brian Maryott,No,Yes,California,3/3/2020,Representative,49,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative49,No,
Carl DeMaio,No,Yes,California,3/3/2020,Representative,50,Male,N/A,N/A,N/A,36,Lost,,,CaliforniaRepresentative50,No,
Darrell Issa,No,Yes,California,3/3/2020,Representative,50,Male,N/A,N/A,N/A,42,Advanced,,,CaliforniaRepresentative50,No,
Brian Jones,No,Yes,California,3/3/2020,Representative,50,Male,N/A,N/A,N/A,19,Lost,,,CaliforniaRepresentative50,No,
Nate Wilkins,No,Yes,California,3/3/2020,Representative,50,Male,N/A,N/A,N/A,4,Lost,,,CaliforniaRepresentative50,No,
Juan M. Hidalgo Jr.,No,Yes,California,3/3/2020,Representative,51,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative51,No,
Jim DeBello,No,Yes,California,3/3/2020,Representative,52,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative52,No,
Michael Oristian,No,Yes,California,3/3/2020,Representative,53,Male,N/A,N/A,N/A,27,Lost,,,CaliforniaRepresentative53,Yes,
Famela Ramos,No,Yes,California,3/3/2020,Representative,53,Female,N/A,N/A,N/A,27,Lost,,,CaliforniaRepresentative53,Yes,yes
Chris Stoddard,No,Yes,California,3/3/2020,Representative,53,Male,N/A,N/A,N/A,47,Lost,,,CaliforniaRepresentative53,Yes,
Thom Tillis,Yes,No,North Carolina,3/3/2020,Senator,N/A,Male,Yes,N/A,N/A,78,Won,,yes,North CarolinaSenatorN/A,Yes,
Paul Wright,No,No,North Carolina,3/3/2020,Senator,N/A,Male,No,N/A,N/A,8,Lost,,,North CarolinaSenatorN/A,Yes,
Larry Holmquist,No,No,North Carolina,3/3/2020,Senator,N/A,Male,No,N/A,N/A,7,Lost,,,North CarolinaSenatorN/A,Yes,
Sharon Y. Hudson,No,No,North Carolina,3/3/2020,Senator,N/A,Female,No,N/A,N/A,7,Lost,,,North CarolinaSenatorN/A,Yes,yes
Sandy Smith,No,Yes,North Carolina,3/3/2020,Representative,1,Female,N/A,N/A,N/A,77,Won,,,North CarolinaRepresentative1,Yes,yes
Michele Nix,No,Yes,North Carolina,3/3/2020,Representative,1,Female,N/A,N/A,N/A,10,Lost,,,North CarolinaRepresentative1,Yes,yes
Jim Glisson,No,Yes,North Carolina,3/3/2020,Representative,1,Male,N/A,N/A,N/A,7,Lost,,,North CarolinaRepresentative1,Yes,
Ethan Baca,No,Yes,North Carolina,3/3/2020,Representative,1,Male,N/A,N/A,N/A,5,Lost,,,North CarolinaRepresentative1,Yes,
Alan Swain,No,Yes,North Carolina,3/3/2020,Representative,2,Male,N/A,N/A,N/A,100,Won,,,North CarolinaRepresentative2,No,
Greg Murphy,Yes,No,North Carolina,3/3/2020,Representative,3,Male,N/A,N/A,N/A,100,Won,,,North CarolinaRepresentative3,No,
Robert Thomas,No,Yes,North Carolina,3/3/2020,Representative,4,Male,N/A,N/A,N/A,48,Won,,,North CarolinaRepresentative4,No,
Debesh Sarkar,No,Yes,North Carolina,3/3/2020,Representative,4,Male,N/A,N/A,N/A,23,Lost,,,North CarolinaRepresentative4,No,
Steve Von Loor,No,Yes,North Carolina,3/3/2020,Representative,4,Male,N/A,N/A,N/A,17,Lost,,,North CarolinaRepresentative4,No,
Nasir Shaikh,No,Yes,North Carolina,3/3/2020,Representative,4,Male,N/A,N/A,N/A,11,Lost,,,North CarolinaRepresentative4,No,
Virginia Foxx,Yes,No,North Carolina,3/3/2020,Representative,5,Female,N/A,N/A,Yes,100,Won,,,North CarolinaRepresentative5,No,yes
Lee Haywood,No,Yes,North Carolina,3/3/2020,Representative,6,Male,N/A,N/A,N/A,73,Won,,,North CarolinaRepresentative6,Yes,
Laura Pichardo,No,Yes,North Carolina,3/3/2020,Representative,6,Female,N/A,N/A,N/A,27,Lost,,,North CarolinaRepresentative6,Yes,yes
David Rouzer,Yes,No,North Carolina,3/3/2020,Representative,7,Male,N/A,N/A,N/A,100,Won,,,North CarolinaRepresentative7,No,
Richard Hudson,Yes,No,North Carolina,3/3/2020,Representative,8,Male,N/A,N/A,N/A,100,Won,,,North CarolinaRepresentative8,No,
Dan Bishop,Yes,No,North Carolina,3/3/2020,Representative,9,Male,N/A,N/A,N/A,100,Won,,,North CarolinaRepresentative9,No,
Patrick McHenry,Yes,No,North Carolina,3/3/2020,Representative,10,Male,Yes,N/A,N/A,72,Won,,yes,North CarolinaRepresentative10,No,
David Johnson,No,No,North Carolina,3/3/2020,Representative,10,Male,No,N/A,N/A,16,Lost,,,North CarolinaRepresentative10,No,
Ralf Walters,No,No,North Carolina,3/3/2020,Representative,10,Male,No,N/A,N/A,12,Lost,,,North CarolinaRepresentative10,No,
Lynda Bennett,No,Yes,North Carolina,3/3/2020,Representative,11,Female,Yes,N/A,N/A,23,Lost,,yes,North CarolinaRepresentative11,Yes,yes
Madison Cawthorn,No,Yes,North Carolina,3/3/2020,Representative,11,Male,No,N/A,N/A,20,Won,,,North CarolinaRepresentative11,Yes,
Jim Davis,No,Yes,North Carolina,3/3/2020,Representative,11,Male,No,N/A,N/A,19,Lost,,,North CarolinaRepresentative11,Yes,
Chuck Archerd,No,Yes,North Carolina,3/3/2020,Representative,11,Male,No,N/A,N/A,9,Lost,,,North CarolinaRepresentative11,Yes,
Wayne King,No,Yes,North Carolina,3/3/2020,Representative,11,Male,No,N/A,N/A,9,Lost,,,North CarolinaRepresentative11,Yes,
Dan Driscoll,No,Yes,North Carolina,3/3/2020,Representative,11,Male,No,N/A,N/A,9,Lost,,,North CarolinaRepresentative11,Yes,
Joey Osborne,No,Yes,North Carolina,3/3/2020,Representative,11,Male,No,N/A,N/A,7,Lost,,,North CarolinaRepresentative11,Yes,
Vance Patterson,No,Yes,North Carolina,3/3/2020,Representative,11,Male,No,N/A,N/A,2,Lost,,,North CarolinaRepresentative11,Yes,
Matthew Burril,No,Yes,North Carolina,3/3/2020,Representative,11,Male,No,N/A,N/A,1,Lost,,,North CarolinaRepresentative11,Yes,
Albert Wiley Jr.,No,Yes,North Carolina,3/3/2020,Representative,11,Male,No,N/A,N/A,0,Lost,,,North CarolinaRepresentative11,Yes,
Dillon Gentry,No,Yes,North Carolina,3/3/2020,Representative,11,Male,No,N/A,N/A,0,Lost,,,North CarolinaRepresentative11,Yes,
Steven Fekete Jr.,No,Yes,North Carolina,3/3/2020,Representative,11,Male,No,N/A,N/A,0,Lost,,,North CarolinaRepresentative11,Yes,
Bill Brewster,No,Yes,North Carolina,3/3/2020,Representative,12,Male,N/A,N/A,N/A,100,Won,,,North CarolinaRepresentative12,No,
Ted Budd,Yes,No,North Carolina,3/3/2020,Representative,13,Male,N/A,N/A,N/A,100,Won,,,North CarolinaRepresentative13,No,
Dan Forest,No,Yes,North Carolina,3/3/2020,Governor,N/A,Male,N/A,N/A,N/A,89,Won,,,North CarolinaGovernorN/A,Yes,
Holly Grange,No,Yes,North Carolina,3/3/2020,Governor,N/A,Female,N/A,N/A,N/A,11,Lost,,,North CarolinaGovernorN/A,Yes,yes
Virgil Bierschwale,No,No,Texas,3/3/2020,Senator,N/A,Male,No,N/A,N/A,1,Lost,,,TexasSenatorN/A,No,
John Anthony Castro,No,No,Texas,3/3/2020,Senator,N/A,Male,No,N/A,N/A,4,Lost,,,TexasSenatorN/A,No,
John Cornyn,Yes,No,Texas,3/3/2020,Senator,N/A,Male,Yes,N/A,N/A,76,Won,,yes,TexasSenatorN/A,No,
Dwayne Stovall,No,No,Texas,3/3/2020,Senator,N/A,Male,No,N/A,N/A,12,Lost,,,TexasSenatorN/A,No,
Mark Yancey,No,No,Texas,3/3/2020,Senator,N/A,Male,No,N/A,N/A,6,Lost,,,TexasSenatorN/A,No,
Johnathan Kyle Davidson,No,No,Texas,3/3/2020,Representative,1,Male,No,N/A,N/A,10,Lost,,,TexasRepresentative1,No,
Louie Gohmert,Yes,No,Texas,3/3/2020,Representative,1,Male,Yes,N/A,N/A,90,Won,,yes,TexasRepresentative1,No,
Dan Crenshaw,Yes,No,Texas,3/3/2020,Representative,2,Male,N/A,N/A,N/A,100,Won,,,TexasRepresentative2,No,
Van Taylor,Yes,No,Texas,3/3/2020,Representative,3,Male,N/A,N/A,N/A,100,Won,,,TexasRepresentative3,No,
John Ratcliffe,Yes,No,Texas,3/3/2020,Representative,4,Male,N/A,N/A,N/A,100,Won,,,TexasRepresentative4,No,
Lance Gooden,Yes,No,Texas,3/3/2020,Representative,5,Male,Yes,N/A,N/A,83,Won,,yes,TexasRepresentative5,No,
Don Hill,No,No,Texas,3/3/2020,Representative,5,Male,No,N/A,N/A,17,Lost,,,TexasRepresentative5,No,
Ron Wright,Yes,No,Texas,3/3/2020,Representative,6,Male,N/A,N/A,N/A,100,Won,,,TexasRepresentative6,No,
Maria Espinoza,No,Yes,Texas,3/3/2020,Representative,7,Female,No,N/A,N/A,6,Lost,,,TexasRepresentative7,Yes,yes
Wesley Hunt,No,Yes,Texas,3/3/2020,Representative,7,Male,Yes,N/A,N/A,61,Won,,yes,TexasRepresentative7,Yes,
Jim Noteware,No,Yes,Texas,3/3/2020,Representative,7,Male,No,N/A,N/A,2,Lost,,,TexasRepresentative7,Yes,
Kyle Preston,No,Yes,Texas,3/3/2020,Representative,7,Male,No,N/A,N/A,3,Lost,,,TexasRepresentative7,Yes,
Laique Rehman,No,Yes,Texas,3/3/2020,Representative,7,Male,No,N/A,N/A,1,Lost,,,TexasRepresentative7,Yes,
Cindy Siegel,No,Yes,Texas,3/3/2020,Representative,7,Female,No,N/A,N/A,27,Lost,,,TexasRepresentative7,Yes,yes
Kevin Brady,Yes,No,Texas,3/3/2020,Representative,8,Male,Yes,N/A,N/A,81,Won,,yes,TexasRepresentative8,Yes,
Melissa Esparza-Mathis,No,No,Texas,3/3/2020,Representative,8,Female,No,N/A,N/A,3,Lost,,,TexasRepresentative8,Yes,yes
Kirk Osborn,No,No,Texas,3/3/2020,Representative,8,Male,No,N/A,N/A,16,Lost,,,TexasRepresentative8,Yes,
Julian Martinez,No,Yes,Texas,3/3/2020,Representative,9,Male,N/A,N/A,N/A,17,Lost,,,TexasRepresentative9,No,
Jon Menefee,No,Yes,Texas,3/3/2020,Representative,9,Male,N/A,N/A,N/A,24,Lost,,,TexasRepresentative9,No,
Johnny Teague,No,Yes,Texas,3/3/2020,Representative,9,Male,N/A,N/A,N/A,59,Won,,,TexasRepresentative9,No,
Michael McCaul,Yes,No,Texas,3/3/2020,Representative,10,Male,N/A,N/A,N/A,100,Won,,,TexasRepresentative10,No,
Gene Barber,No,Yes,Texas,3/3/2020,Representative,11,Male,No,N/A,N/A,2,Lost,,,TexasRepresentative11,No,
Brandon Batch,No,Yes,Texas,3/3/2020,Representative,11,Male,No,N/A,N/A,15,Lost,,,TexasRepresentative11,No,
Jamie Berryhill,No,Yes,Texas,3/3/2020,Representative,11,Male,No,N/A,N/A,7,Lost,,,TexasRepresentative11,No,
J.D. Faircloth,No,Yes,Texas,3/3/2020,Representative,11,Male,No,N/A,N/A,4,Lost,,,TexasRepresentative11,No,
Casey Gray,No,Yes,Texas,3/3/2020,Representative,11,Male,No,N/A,N/A,4,Lost,,,TexasRepresentative11,No,
J. Ross Lacey,No,Yes,Texas,3/3/2020,Representative,11,Male,No,N/A,N/A,4,Lost,,,TexasRepresentative11,No,
Ned Luscombe,No,Yes,Texas,3/3/2020,Representative,11,Male,No,N/A,N/A,2,Lost,,,TexasRepresentative11,No,
August Pfluger,No,Yes,Texas,3/3/2020,Representative,11,Male,Yes,N/A,N/A,52,Won,,yes,TexasRepresentative11,No,
Robert Tucker,No,Yes,Texas,3/3/2020,Representative,11,Male,No,N/A,N/A,3,Lost,,,TexasRepresentative11,No,
Wes Virdell,No,Yes,Texas,3/3/2020,Representative,11,Male,No,N/A,N/A,7,Lost,,,TexasRepresentative11,No,
Kay Granger,Yes,No,Texas,3/3/2020,Representative,12,Female,Yes,N/A,Yes,58,Won,,yes,TexasRepresentative12,Yes,yes
Chris Putnam,No,No,Texas,3/3/2020,Representative,12,Male,No,N/A,No,42,Lost,,,TexasRepresentative12,Yes,
"Catherine ""I Swear"" Carr",No,Yes,Texas,3/3/2020,Representative,13,Female,No,N/A,N/A,1,Lost,,,TexasRepresentative13,Yes,yes
Jamie Culley,No,Yes,Texas,3/3/2020,Representative,13,Female,No,N/A,N/A,1,Lost,,,TexasRepresentative13,Yes,yes
Chris Ekstrom,No,Yes,Texas,3/3/2020,Representative,13,Male,No,N/A,N/A,15,Lost,,,TexasRepresentative13,Yes,
Jason Foglesong,No,Yes,Texas,3/3/2020,Representative,13,Male,No,N/A,N/A,1,Lost,,,TexasRepresentative13,Yes,
Lee Harvey,No,Yes,Texas,3/3/2020,Representative,13,Male,No,N/A,N/A,4,Lost,,,TexasRepresentative13,Yes,
Elaine Hays,No,Yes,Texas,3/3/2020,Representative,13,Female,No,N/A,N/A,8,Lost,,,TexasRepresentative13,Yes,yes
Richard Herman,No,Yes,Texas,3/3/2020,Representative,13,Male,No,N/A,N/A,1,Lost,,,TexasRepresentative13,Yes,
Ronny Jackson,No,Yes,Texas,3/3/2020,Representative,13,Male,Yes,N/A,N/A,20,Won,,yes,TexasRepresentative13,Yes,
Diane Knowlton,No,Yes,Texas,3/3/2020,Representative,13,Female,No,N/A,N/A,1,Lost,,,TexasRepresentative13,Yes,yes
Matt McArthur,No,Yes,Texas,3/3/2020,Representative,13,Male,No,N/A,N/A,2,Lost,,,TexasRepresentative13,Yes,
Mark Neese,No,Yes,Texas,3/3/2020,Representative,13,Male,No,N/A,N/A,3,Lost,,,TexasRepresentative13,Yes,
Asusena Reséndiz,No,Yes,Texas,3/3/2020,Representative,13,Female,No,N/A,N/A,1,Lost,,,TexasRepresentative13,Yes,yes
Vance Snider,No,Yes,Texas,3/3/2020,Representative,13,Male,No,N/A,N/A,3,Lost,,,TexasRepresentative13,Yes,
Josh Winegarner,No,Yes,Texas,3/3/2020,Representative,13,Male,No,N/A,N/A,39,Lost,,,TexasRepresentative13,Yes,
Monique Worthy,No,Yes,Texas,3/3/2020,Representative,13,Female,No,N/A,N/A,1,Lost,,,TexasRepresentative13,Yes,yes
Joshua Foxworth,No,No,Texas,3/3/2020,Representative,14,Male,No,N/A,N/A,15,Lost,,,TexasRepresentative14,No,
Randy Weber,Yes,No,Texas,3/3/2020,Representative,14,Male,Yes,N/A,N/A,85,Won,,yes,TexasRepresentative14,No,
Monica De La Cruz-Hernandez,No,Yes,Texas,3/3/2020,Representative,15,Female,N/A,N/A,N/A,43,Won,,,TexasRepresentative15,Yes,yes
Ryan Krause,No,Yes,Texas,3/3/2020,Representative,15,Male,N/A,N/A,N/A,40,Lost,,,TexasRepresentative15,Yes,
Tim Westley,No,Yes,Texas,3/3/2020,Representative,15,Male,N/A,N/A,N/A,17,Lost,,,TexasRepresentative15,Yes,
Anthony Aguero,No,Yes,Texas,3/3/2020,Representative,16,Male,N/A,N/A,N/A,13,Lost,,,TexasRepresentative16,Yes,
Irene Armendariz-Jackson,No,Yes,Texas,3/3/2020,Representative,16,Female,N/A,N/A,N/A,25,Won,,,TexasRepresentative16,Yes,yes
Jaime Arriola,No,Yes,Texas,3/3/2020,Representative,16,Male,N/A,N/A,N/A,13,Lost,,,TexasRepresentative16,Yes,
Patrick Hernandez-Cigarruista,No,Yes,Texas,3/3/2020,Representative,16,Male,N/A,N/A,N/A,7,Lost,,,TexasRepresentative16,Yes,
Blanca Ortiz Trout,No,Yes,Texas,3/3/2020,Representative,16,Female,N/A,N/A,N/A,10,Lost,,,TexasRepresentative16,Yes,yes
Sam Williams,No,Yes,Texas,3/3/2020,Representative,16,Male,N/A,N/A,N/A,31,Lost,,,TexasRepresentative16,Yes,
Ahmad Adnan,No,Yes,Texas,3/3/2020,Representative,17,Male,N/A,N/A,N/A,1,Lost,,,TexasRepresentative17,Yes,
Scott Bland,No,Yes,Texas,3/3/2020,Representative,17,Male,N/A,N/A,N/A,7,Lost,,,TexasRepresentative17,Yes,
George Hindman,No,Yes,Texas,3/3/2020,Representative,17,Male,N/A,N/A,N/A,18,Lost,,,TexasRepresentative17,Yes,
Todd Kent,No,Yes,Texas,3/3/2020,Representative,17,Male,N/A,N/A,N/A,3,Lost,,,TexasRepresentative17,Yes,
Laurie Godfrey McReynolds,No,Yes,Texas,3/3/2020,Representative,17,Female,N/A,N/A,N/A,2,Lost,,,TexasRepresentative17,Yes,yes
Jeff Oppenheim,No,Yes,Texas,3/3/2020,Representative,17,Male,N/A,N/A,N/A,1,Lost,,,TexasRepresentative17,Yes,
Kristen Alamo Rowin,No,Yes,Texas,3/3/2020,Representative,17,Female,N/A,N/A,N/A,2,Lost,,,TexasRepresentative17,Yes,yes
David Saucedo,No,Yes,Texas,3/3/2020,Representative,17,Male,N/A,N/A,N/A,1,Lost,,,TexasRepresentative17,Yes,
Pete Sessions,No,Yes,Texas,3/3/2020,Representative,17,Male,N/A,N/A,N/A,32,Won,,,TexasRepresentative17,Yes,
Trent Sutton,No,Yes,Texas,3/3/2020,Representative,17,Male,N/A,N/A,N/A,5,Lost,,,TexasRepresentative17,Yes,
Renée Swann,No,Yes,Texas,3/3/2020,Representative,17,Female,N/A,N/A,N/A,19,Lost,,,TexasRepresentative17,Yes,yes
Elianor Vessali,No,Yes,Texas,3/3/2020,Representative,17,Female,N/A,N/A,N/A,9,Lost,,,TexasRepresentative17,Yes,yes
Robert M. Cadena,No,Yes,Texas,3/3/2020,Representative,18,Male,N/A,N/A,N/A,21,Lost,,,TexasRepresentative18,Yes,
Wendell Champion,No,Yes,Texas,3/3/2020,Representative,18,Male,N/A,N/A,N/A,35,Won,,,TexasRepresentative18,Yes,
Truly Heiskell,No,Yes,Texas,3/3/2020,Representative,18,Female,N/A,N/A,N/A,7,Lost,,,TexasRepresentative18,Yes,yes
TC Manning,No,Yes,Texas,3/3/2020,Representative,18,Male,N/A,N/A,N/A,19,Lost,,,TexasRepresentative18,Yes,
Nathan J. Milliron,No,Yes,Texas,3/3/2020,Representative,18,Male,N/A,N/A,N/A,11,Lost,,,TexasRepresentative18,Yes,
Ava Reynero Pate,No,Yes,Texas,3/3/2020,Representative,18,Female,N/A,N/A,N/A,8,Lost,,,TexasRepresentative18,Yes,yes
Jodey Arrington,Yes,No,Texas,3/3/2020,Representative,19,Male,Yes,N/A,N/A,89,Won,,yes,TexasRepresentative19,No,
Vance Boyd,No,No,Texas,3/3/2020,Representative,19,Male,No,N/A,N/A,11,Lost,,,TexasRepresentative19,No,
Gary Allen,No,Yes,Texas,3/3/2020,Representative,20,Male,N/A,N/A,N/A,27,Lost,,,TexasRepresentative20,Yes,
Dominick Dina,No,Yes,Texas,3/3/2020,Representative,20,Male,N/A,N/A,N/A,23,Lost,,,TexasRepresentative20,Yes,
Mauro Garza,No,Yes,Texas,3/3/2020,Representative,20,Male,N/A,N/A,N/A,33,Won,,,TexasRepresentative20,Yes,
Anita Kegley,No,Yes,Texas,3/3/2020,Representative,20,Female,N/A,N/A,N/A,10,Lost,,,TexasRepresentative20,Yes,yes
Tammy Orta,No,Yes,Texas,3/3/2020,Representative,20,Female,N/A,N/A,N/A,8,Lost,,,TexasRepresentative20,Yes,yes
Chip Roy,Yes,No,Texas,3/3/2020,Representative,21,Male,N/A,N/A,N/A,100,Won,,,TexasRepresentative21,No,
Pierce Bush,No,Yes,Texas,3/3/2020,Representative,22,Male,N/A,N/A,N/A,15,Lost,,,TexasRepresentative22,Yes,
Jon Camarillo,No,Yes,Texas,3/3/2020,Representative,22,Male,N/A,N/A,N/A,1,Lost,,,TexasRepresentative22,Yes,
