Personal Data,,,,,,,,Endorsement Data,,,,,,,,,,Electoral Data,,,,Factchecking Columns,,
Candidate,Incumbent,Open Primary,State,Primary Date,Office,District,Gender,EMILY's List,Justice Dems,Indivisible,PCCC,Our Revolution,Sanders,AOC,Party Committee,Biden,Obama,Primary %,Primary Outcome,"Checked? (not H, I, T)",,Man vs. Woman?,"Checked? inc. H, I, T, W",Notes
Tommy Schrader,No,Yes,Indiana,6/2/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,Lost,,IndianaRepresentative3,No,,
Benjamin Frederick,No,Yes,Indiana,6/2/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,Lost,,IndianaRepresentative4,Yes,,
Joe Mackey,No,Yes,Indiana,6/2/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54,Won,,IndianaRepresentative4,Yes,,
Howard Pollchik,No,Yes,Indiana,6/2/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Lost,,IndianaRepresentative4,Yes,,
Veronikka Ziol,No,Yes,Indiana,6/2/2020,Representative,4,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29,Lost,,IndianaRepresentative4,Yes,yes,
Jennifer Christie,No,Yes,Indiana,6/2/2020,Representative,5,Female,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,18,Lost,,IndianaRepresentative5,Yes,yes,
Christina Hale,No,Yes,Indiana,6/2/2020,Representative,5,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,41,Won,yes,IndianaRepresentative5,Yes,yes,
Andy Jacobs,No,Yes,Indiana,6/2/2020,Representative,5,Male,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,13,Lost,,IndianaRepresentative5,Yes,,
Ralph Spelbring,No,Yes,Indiana,6/2/2020,Representative,5,Male,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,1,Lost,,IndianaRepresentative5,Yes,,
Dee Thornton,No,Yes,Indiana,6/2/2020,Representative,5,Female,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,27,Lost,,IndianaRepresentative5,Yes,yes,
George Holland,No,Yes,Indiana,6/2/2020,Representative,6,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,Lost,,IndianaRepresentative6,Yes,,
Jeannine Lee Lake,No,Yes,Indiana,6/2/2020,Representative,6,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70,Won,,IndianaRepresentative6,Yes,yes,
Barry Welsh,No,Yes,Indiana,6/2/2020,Representative,6,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,Lost,,IndianaRepresentative6,Yes,,
André Carson,Yes,No,Indiana,6/2/2020,Representative,7,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92,Won,,IndianaRepresentative7,No,,
Pierre Quincy Pullins,No,No,Indiana,6/2/2020,Representative,7,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,Lost,,IndianaRepresentative7,No,,
Ron Drake,No,Yes,Indiana,6/2/2020,Representative,8,Male,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31,Lost,,IndianaRepresentative8,Yes,,
E. Thomasina Marsili,No,Yes,Indiana,6/2/2020,Representative,8,Female,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36,Won,yes,IndianaRepresentative8,Yes,yes,
Mike Webster,No,Yes,Indiana,6/2/2020,Representative,8,Male,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33,Lost,,IndianaRepresentative8,Yes,,
D. Liam Dorris,No,Yes,Indiana,6/2/2020,Representative,9,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,Lost,,IndianaRepresentative9,No,,
Brandon Hood,No,Yes,Indiana,6/2/2020,Representative,9,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,Lost,,IndianaRepresentative9,No,,
James O'Gabhann III,No,Yes,Indiana,6/2/2020,Representative,9,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Lost,,IndianaRepresentative9,No,,
Mark J. Powell,No,Yes,Indiana,6/2/2020,Representative,9,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,Lost,,IndianaRepresentative9,No,,
Andy Ruff,No,Yes,Indiana,6/2/2020,Representative,9,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44,Won,,IndianaRepresentative9,No,,
Michael Franken,No,Yes,Iowa,6/2/2020,Senator,N/A,Male,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,25,Lost,,IowaSenatorN/A,Yes,,
Kimberly Graham,No,Yes,Iowa,6/2/2020,Senator,N/A,Female,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,15,Lost,,IowaSenatorN/A,Yes,yes,
Theresa Greenfield,No,Yes,Iowa,6/2/2020,Senator,N/A,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,48,Won,yes,IowaSenatorN/A,Yes,yes,
Eddie Mauro,No,Yes,Iowa,6/2/2020,Senator,N/A,Male,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,11,Lost,,IowaSenatorN/A,Yes,,
Cal Woods,No,Yes,Iowa,6/2/2020,Senator,N/A,Male,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,1,Lost,,IowaSenatorN/A,Yes,,
Abby Finkenauer,Yes,No,Iowa,6/2/2020,Representative,1,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,Won,,IowaRepresentative1,No,yes,
Rita Hart,No,Yes,Iowa,6/2/2020,Representative,2,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,100,Won,yes,IowaRepresentative2,No,yes,
Cindy Axne,Yes,No,Iowa,6/2/2020,Representative,3,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,Won,,IowaRepresentative3,No,yes,
J.D. Scholten,No,Yes,Iowa,6/2/2020,Representative,4,Male,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,yes,IowaRepresentative4,No,,
Allison Galbraith,No,Yes,Maryland,6/2/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37,Lost,,MarylandRepresentative1,No,yes,
Mia Mason,No,Yes,Maryland,6/2/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43,Won,,MarylandRepresentative1,No,yes,
Jennifer Pingley,No,Yes,Maryland,6/2/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,Lost,,MarylandRepresentative1,No,yes,
Dutch Ruppersberger,Yes,No,Maryland,6/2/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73,Won,,MarylandRepresentative2,No,,
Michael Feldman,No,No,Maryland,6/2/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,Lost,,MarylandRepresentative2,No,,
Jake Pretot,No,No,Maryland,6/2/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,Lost,,MarylandRepresentative2,No,,
John Sarbanes,Yes,No,Maryland,6/2/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83,Won,,MarylandRepresentative3,No,,
Joe Ardito,No,No,Maryland,6/2/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,Lost,,MarylandRepresentative3,No,,
John Rea,No,No,Maryland,6/2/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Lost,,MarylandRepresentative3,No,,
Anthony Brown,Yes,No,Maryland,6/2/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78,Won,,MarylandRepresentative4,Yes,,
Sheila Bryant,No,No,Maryland,6/2/2020,Representative,4,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,Lost,,MarylandRepresentative4,Yes,yes,
Kim Shelton,No,No,Maryland,6/2/2020,Representative,4,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Lost,,MarylandRepresentative4,Yes,yes,
Steny Hoyer,Yes,No,Maryland,6/2/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64,Won,,MarylandRepresentative5,Yes,,
William Devine III,No,No,Maryland,6/2/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,Lost,,MarylandRepresentative5,Yes,,
Vanessa Hoffman,No,No,Maryland,6/2/2020,Representative,5,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Lost,,MarylandRepresentative5,Yes,yes,
Briana Urbina,No,No,Maryland,6/2/2020,Representative,5,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,Lost,,MarylandRepresentative5,Yes,yes,
Mckayla Wilkes,No,No,Maryland,6/2/2020,Representative,5,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27,Lost,,MarylandRepresentative5,Yes,yes,
David Trone,Yes,No,Maryland,6/2/2020,Representative,6,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72,Won,,MarylandRepresentative6,No,,
Maxwell Bero,No,No,Maryland,6/2/2020,Representative,6,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28,Lost,,MarylandRepresentative6,No,,
Kweisi Mfume,Yes,No,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,74,Won,,MarylandRepresentative7,Yes,,
T. Dan Baker,No,No,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,1,Lost,,MarylandRepresentative7,Yes,,
Alicia Brown,No,No,Maryland,6/2/2020,Representative,7,Female,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,1,Lost,,MarylandRepresentative7,Yes,yes,
Jill Carter,No,No,Maryland,6/2/2020,Representative,7,Female,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,9,Lost,yes,MarylandRepresentative7,Yes,yes,
Matko Lee Chullin III,No,No,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,0,Lost,,MarylandRepresentative7,Yes,,
Michael Davidson,No,No,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,0,Lost,,MarylandRepresentative7,Yes,,
Darryl Gonzalez,No,No,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,0,Lost,,MarylandRepresentative7,Yes,,
Mark Gosnell,No,No,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,1,Lost,,MarylandRepresentative7,Yes,,
Dan Hiegel,No,No,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,0,Lost,,MarylandRepresentative7,Yes,,
Michael Howard Jr.,No,No,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,0,Lost,,MarylandRepresentative7,Yes,,
Jay Jalisi,No,No,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,1,Lost,,MarylandRepresentative7,Yes,,
Adrian Petrus,No,No,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,0,Lost,,MarylandRepresentative7,Yes,,
Saafir Rabb,No,No,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,1,Lost,,MarylandRepresentative7,Yes,,
Maya Rockeymoore Cummings,No,No,Maryland,6/2/2020,Representative,7,Female,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,10,Lost,,MarylandRepresentative7,Yes,yes,
Gary Schuman,No,No,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,0,Lost,,MarylandRepresentative7,Yes,,
Charles Smith,No,No,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,0,Lost,,MarylandRepresentative7,Yes,,
Harry Spikes,No,No,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,1,Lost,,MarylandRepresentative7,Yes,,
Charles Stokes,No,No,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,1,Lost,,MarylandRepresentative7,Yes,,
Jeffrey Woodard,No,No,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,0,Lost,,MarylandRepresentative7,Yes,,
Jamie Raskin,Yes,No,Maryland,6/2/2020,Representative,8,Male,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,87,Won,yes,MarylandRepresentative8,Yes,,
Marcia Morgan,No,No,Maryland,6/2/2020,Representative,8,Female,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,8,Lost,,MarylandRepresentative8,Yes,yes,
Utam Paul,No,No,Maryland,6/2/2020,Representative,8,Male,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,2,Lost,,MarylandRepresentative8,Yes,,
Lih Young,No,No,Maryland,6/2/2020,Representative,8,Female,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,4,Lost,,MarylandRepresentative8,Yes,yes,
Steve Bullock,No,Yes,Montana,6/2/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,95,Won,,MontanaSenatorN/A,No,,
Mike Knoles,No,Yes,Montana,6/2/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,Lost,,MontanaSenatorN/A,No,,
John Mues,No,Yes,Montana,6/2/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,Lost,,MontanaSenatorN/A,No,,
Kathleen Williams,No,Yes,Montana,6/2/2020,Representative,At-Large,Female,Yes,N/A,N/A,N/A,No,N/A,N/A,Yes,N/A,N/A,89,Won,yes,MontanaRepresentativeAt-Large,Yes,yes,
Tom Winter,No,Yes,Montana,6/2/2020,Representative,At-Large,Male,No,N/A,N/A,N/A,Yes,N/A,N/A,No,N/A,N/A,11,Lost,yes,MontanaRepresentativeAt-Large,Yes,,
Mike Cooney,No,Yes,Montana,6/2/2020,Governor,N/A,Male,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55,Won,,MontanaGovernorN/A,Yes,,
Whitney Williams ,No,Yes,Montana,6/2/2020,Governor,N/A,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,Lost,,MontanaGovernorN/A,Yes,yes,
Ben Ray Luján,No,Yes,New Mexico,6/2/2020,Senator,N/A,Male,N/A,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,100,Won,yes,New MexicoSenatorN/A,No,,
Deb Haaland,Yes,No,New Mexico,6/2/2020,Representative,1,Female,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,yes,New MexicoRepresentative1,No,yes,
Xochitl Torres Small,Yes,No,New Mexico,6/2/2020,Representative,2,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,New MexicoRepresentative2,No,yes,
Teresa Leger Fernandez,No,Yes,New Mexico,6/2/2020,Representative,3,Female,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,43,Won,yes,New MexicoRepresentative3,Yes,yes,
Laura Montoya,No,Yes,New Mexico,6/2/2020,Representative,3,Female,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,6,Lost,,New MexicoRepresentative3,Yes,yes,
Marco Serna,No,Yes,New Mexico,6/2/2020,Representative,3,Male,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,8,Lost,,New MexicoRepresentative3,Yes,,
Joseph Sanchez,No,Yes,New Mexico,6/2/2020,Representative,3,Male,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,12,Lost,,New MexicoRepresentative3,Yes,,
Valerie Plame,No,Yes,New Mexico,6/2/2020,Representative,3,Female,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,25,Lost,,New MexicoRepresentative3,Yes,yes,
John Blair,No,Yes,New Mexico,6/2/2020,Representative,3,Male,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,4,Lost,,New MexicoRepresentative3,Yes,,
Kyle Tisdel,No,Yes,New Mexico,6/2/2020,Representative,3,Male,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,2,Lost,,New MexicoRepresentative3,Yes,,
Skylar Hurwitz,No,Yes,Pennsylvania,6/2/2020,Representative,1,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,Lost,,PennsylvaniaRepresentative1,Yes,,
Christina Finello,No,Yes,Pennsylvania,6/2/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78,Won,,PennsylvaniaRepresentative1,Yes,yes,
Brendan Boyle,Yes,No,Pennsylvania,6/2/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,PennsylvaniaRepresentative2,No,,
Dwight Evans,Yes,No,Pennsylvania,6/2/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,PennsylvaniaRepresentative3,No,,
Madeleine Dean,Yes,No,Pennsylvania,6/2/2020,Representative,4,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,PennsylvaniaRepresentative4,No,yes,
Mary Gay Scanlon,Yes,No,Pennsylvania,6/2/2020,Representative,5,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,PennsylvaniaRepresentative5,No,yes,
Chrissy Houlahan,Yes,No,Pennsylvania,6/2/2020,Representative,6,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,PennsylvaniaRepresentative6,No,yes,
Susan Wild,Yes,No,Pennsylvania,6/2/2020,Representative,7,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,PennsylvaniaRepresentative7,No,yes,
Matt Cartwright,Yes,No,Pennsylvania,6/2/2020,Representative,8,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,PennsylvaniaRepresentative8,No,,
Laura Quick,No,Yes,Pennsylvania,6/2/2020,Representative,9,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49,Lost,,PennsylvaniaRepresentative9,Yes,yes,
Gary Wegman,No,Yes,Pennsylvania,6/2/2020,Representative,9,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51,Won,,PennsylvaniaRepresentative9,Yes,,
Tom Brier,No,Yes,Pennsylvania,6/2/2020,Representative,10,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,43,Lost,,PennsylvaniaRepresentative10,No,,
Eugene DePasquale,No,Yes,Pennsylvania,6/2/2020,Representative,10,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,57,Won,yes,PennsylvaniaRepresentative10,No,,
Paul Daigle,No,Yes,Pennsylvania,6/2/2020,Representative,11,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28,Lost,,PennsylvaniaRepresentative11,Yes,,
Sarah Hammond,No,Yes,Pennsylvania,6/2/2020,Representative,11,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72,Won,,PennsylvaniaRepresentative11,Yes,yes,
Lee Griffin,No,Yes,Pennsylvania,6/2/2020,Representative,12,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,PennsylvaniaRepresentative12,No,,
Todd Rowley,No,Yes,Pennsylvania,6/2/2020,Representative,13,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,PennsylvaniaRepresentative13,No,,
Bill Marx,No,Yes,Pennsylvania,6/2/2020,Representative,14,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,PennsylvaniaRepresentative14,No,,
Robert Williams,No,Yes,Pennsylvania,6/2/2020,Representative,15,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,PennsylvaniaRepresentative15,No,,
Kristy Gnibus,No,Yes,Pennsylvania,6/2/2020,Representative,16,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,PennsylvaniaRepresentative16,No,yes,
Conor Lamb,Yes,No,Pennsylvania,6/2/2020,Representative,17,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,PennsylvaniaRepresentative17,No,,
Jerry Dickinson,No,No,Pennsylvania,6/2/2020,Representative,18,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33,Lost,,PennsylvaniaRepresentative18,No,,
Mike Doyle,Yes,No,Pennsylvania,6/2/2020,Representative,18,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67,Won,,PennsylvaniaRepresentative18,No,,
Dan Ahlers,No,Yes,South Dakota,6/2/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,South DakotaSenatorN/A,No,,
Jeff Merkley,Yes,No,Oregon,5/19/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,99,Won,yes,OregonSenatorN/A,No,,
Heidi Briones,No,No,Oregon,5/19/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Lost,,OregonRepresentative1,Yes,yes,
Suzanne Bonamici,Yes,No,Oregon,5/19/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84,Won,,OregonRepresentative1,Yes,yes,
Ricky Barajas,No,No,Oregon,5/19/2020,Representative,1,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,Lost,,OregonRepresentative1,Yes,,
Amanda Siebe,No,No,Oregon,5/19/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Lost,,OregonRepresentative1,Yes,yes,
Jack Howard,No,Yes,Oregon,5/19/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,Lost,,OregonRepresentative2,Yes,,
John Holm,No,Yes,Oregon,5/19/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,Lost,,OregonRepresentative2,Yes,,
Nik Heuertz,No,Yes,Oregon,5/19/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31,Lost,,OregonRepresentative2,Yes,,
Alex Spenser,No,Yes,Oregon,5/19/2020,Representative,2,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32,Won,,OregonRepresentative2,Yes,yes,
Chris Vaughn,No,Yes,Oregon,5/19/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,Lost,,OregonRepresentative2,Yes,,
Earl Blumenauer,Yes,No,Oregon,5/19/2020,Representative,3,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,81,Won,,OregonRepresentative3,No,,
Charles Rand Barnett,No,No,Oregon,5/19/2020,Representative,3,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,1,Lost,,OregonRepresentative3,No,,
Dane Wilcox,No,No,Oregon,5/19/2020,Representative,3,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,1,Lost,,OregonRepresentative3,No,,
Albert Lee,No,No,Oregon,5/19/2020,Representative,3,Male,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,17,Lost,yes,OregonRepresentative3,No,,
Matthew Davis,No,No,Oregon,5/19/2020,Representative,3,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,1,Lost,,OregonRepresentative3,No,,
Peter DeFazio,Yes,No,Oregon,5/19/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84,Won,,OregonRepresentative4,Yes,,
Doyle Canning,No,No,Oregon,5/19/2020,Representative,4,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,Lost,,OregonRepresentative4,Yes,yes,
Blair Reynolds,No,No,Oregon,5/19/2020,Representative,5,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,7,Lost,,OregonRepresentative5,No,,
Kurt Schrader,Yes,No,Oregon,5/19/2020,Representative,5,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,69,Won,,OregonRepresentative5,No,,
Mark Gamba,No,No,Oregon,5/19/2020,Representative,5,Male,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,23,Lost,yes,OregonRepresentative5,No,,
Dennis Frank Maček,No,Yes,Nebraska,5/12/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,Lost,,NebraskaSenatorN/A,Yes,,
Chris Janicek,No,Yes,Nebraska,5/12/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31,Won,,NebraskaSenatorN/A,Yes,,
Larry Marvin,No,Yes,Nebraska,5/12/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,Lost,,NebraskaSenatorN/A,Yes,,
